id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
eb265742-23cd-46ca-8b4c-2d8a2e1f4a08,Emilly Caldeira,1969-08-05,857.125.595-14,72797-827,Farias da Serra,AM,Brasil,F,71 0688-9389,85712559514@exemplo.com.br,2024-07-24
e56ea20f-bf3a-403d-8738-fd9981004971,Lívia Pimenta,1940-04-21,880.932.819-89,17891-667,Pastor da Serra,MA,Brasil,F,(031) 7794-5888,88093281989@exemplo.com.br,2023-11-09
d25dbc5b-06e5-4568-8cd3-c8affaa2099a,Sofia Costa,1996-03-02,564.805.863-31,19820093,Almeida de Nogueira,MA,Brasil,F,(061) 8715 6894,56480586331@exemplo.com.br,2024-05-04
91c45e53-7575-4791-83d4-ac4dd73a6e6a,Yasmin Peixoto,1961-02-28,244.303.160-33,12378-103,Souza do Galho,SC,Brasil,M,81 4243 1325,24430316033@exemplo.com.br,2023-08-15
093c7156-d24c-4cef-88b0-06a58ed90348,Sra. Isabelly Nogueira,1989-06-28,361.426.699-73,40857759,da Rosa,ES,Brasil,F,11 0025 5735,36142669973@exemplo.com.br,2024-07-01
d327c405-de01-4af3-a87d-f7ee1ad6e5f4,Bella Fogaça,1984-10-13,175.752.272-18,58766-480,Albuquerque,RN,Brasil,F,31 0366-4495,17575227218@exemplo.com.br,2025-01-30
dacbd94e-6d58-41f7-b539-ea208b31d025,Sr. Matteo Pimenta,1987-06-07,175.132.523-92,58546943,Siqueira,PR,Brasil,M,11 2665-1684,17513252392@exemplo.com.br,2024-05-20
d4b49dbc-387f-47d2-a86d-cd489d0c8575,Vitor Hugo Mendes,1957-04-07,224.309.576-78,66579246,da Conceição das Pedras,GO,Brasil,M,+55 21 7614 9666,22430957678@exemplo.com.br,2025-04-05
d078f657-377e-4d79-aa7f-1b40d67c6be9,Dra. Esther Fernandes,1956-11-02,040.707.670-75,49397920,Duarte,PR,Brasil,F,+55 (081) 7860 8124,04070767075@exemplo.com.br,2025-04-22
165e9c31-84e8-4b17-ac37-1d33905a5d90,Giovanna da Rosa,1987-09-05,517.064.295-30,78884-221,Montenegro de Minas,MT,Brasil,M,0300 709 7379,51706429530@exemplo.com.br,2024-01-15
32711059-a5d4-425a-908e-797fb6271917,Bento Fogaça,1955-05-18,407.517.865-27,33551481,Costela de Leão,SC,Brasil,F,+55 (051) 0522-6799,40751786527@exemplo.com.br,2023-11-28
648bc3ba-9836-4da7-aeac-4a480361e141,João Vitor Pinto,2006-12-19,671.898.917-74,49065-543,Fonseca das Flores,SE,Brasil,M,+55 (051) 4776-4756,67189891774@exemplo.com.br,2024-07-08
4de826b4-7c1b-494f-ada0-e623b6a1ae13,Lara Vieira,1973-08-05,167.754.414-88,18990290,Fogaça das Pedras,RO,Brasil,F,+55 84 0708-6562,16775441488@exemplo.com.br,2024-05-07
487e2001-3a22-4ada-843d-c60922304432,Luiza Camargo,1955-05-02,155.300.825-22,41636688,Nunes do Norte,AP,Brasil,F,+55 (011) 4842-9610,15530082522@exemplo.com.br,2023-11-10
7c6a3e58-066d-4a86-9c97-51d7587bc6bf,Cauê Almeida,1996-05-03,622.815.543-65,15468142,Freitas do Campo,MT,Brasil,F,+55 (051) 0946-4033,62281554365@exemplo.com.br,2025-05-18
9cf25846-58ad-4794-9e54-61880de2cb4e,Ester Barros,2002-08-21,943.395.998-88,06173-368,Macedo Paulista,PA,Brasil,F,+55 11 4662 9392,94339599888@exemplo.com.br,2024-08-12
a883ec41-da69-40c7-ad79-a11e77b4f0bc,Eduardo Correia,1965-05-15,069.664.713-26,09788-760,Araújo,AP,Brasil,M,(041) 2571 0441,06966471326@exemplo.com.br,2025-06-08
5b516cfe-274b-4374-acf7-70bcf667f1b5,Emilly das Neves,1973-03-02,540.775.970-04,38211-248,Barbosa de Rocha,GO,Brasil,M,11 5863-0912,54077597004@exemplo.com.br,2023-10-27
a7974dd7-4ec8-42ed-ba0f-c1a31192d524,Anthony Gabriel Caldeira,1966-11-30,714.132.300-44,04589-931,Pinto,CE,Brasil,M,84 5020-4032,71413230044@exemplo.com.br,2025-03-03
516845cc-3200-4070-b5e5-b49fd27f64bc,Isadora Vargas,1939-05-03,515.262.228-55,22402684,da Costa,GO,Brasil,F,(051) 8025-3006,51526222855@exemplo.com.br,2024-02-01
f9a4f09f-2874-4982-9310-ebf0d66777ab,Dr. Matteo das Neves,2001-03-24,487.278.951-98,00472295,Nogueira,PR,Brasil,F,71 2062 0575,48727895198@exemplo.com.br,2025-01-01
3c2532f6-410b-4877-b1f1-7909b6fc2522,Eloah Pastor,1991-10-20,068.050.532-60,55382-956,Correia de Pacheco,RJ,Brasil,M,+55 84 0506 5427,06805053260@exemplo.com.br,2024-03-04
4eb52642-53f0-4bcc-8bed-c3378325d846,Sofia Melo,1935-10-22,381.021.165-50,74620527,Gomes,PR,Brasil,F,0500-278-7083,38102116550@exemplo.com.br,2024-11-02
4ec6d1e5-91c5-412d-af74-ce9f4dc5aa30,Enzo Gabriel Viana,2006-10-08,404.628.796-94,89474-094,Sousa Alegre,TO,Brasil,M,71 2530-6100,40462879694@exemplo.com.br,2023-10-29
fdbdf5a9-dfd4-426c-a359-09b6c45d9d7b,Ana Júlia Caldeira,1998-05-31,767.849.182-67,14118108,Leão dos Dourados,MG,Brasil,F,+55 (051) 2485 5421,76784918267@exemplo.com.br,2025-04-30
52c644b3-b5fe-42ba-8220-6fe0d0c0c616,Melissa da Cunha,2006-11-04,227.357.502-42,15027-635,Mendonça do Amparo,RJ,Brasil,F,21 2587 7100,22735750242@exemplo.com.br,2024-11-24
33e108b4-7de5-42f9-8521-454fad63e4e7,Maria Laura Porto,1962-10-07,626.394.592-49,89561-040,Ribeiro de Costela,ES,Brasil,F,(031) 6855-0166,62639459249@exemplo.com.br,2024-08-14
31fd03b4-3176-47dc-be5f-e5e826d27800,Lunna da Luz,1981-05-17,131.684.711-84,24221-004,Pinto do Campo,AP,Brasil,M,+55 (051) 0575-8040,13168471184@exemplo.com.br,2025-02-27
7e4cf88c-ff8b-4161-aa15-197ab5299cf3,Gabriel Pacheco,1976-01-21,139.409.647-20,75151810,Farias do Amparo,AM,Brasil,M,+55 84 2517 3664,13940964720@exemplo.com.br,2025-01-02
3e1a4118-b5c7-4569-bd2c-2a86322073ba,Antonella Dias,1936-12-30,970.593.263-98,17389364,Porto de Campos,AP,Brasil,M,21 2089-7472,97059326398@exemplo.com.br,2023-08-27
7f60d612-ab42-4f61-90de-6ee962aa6e7b,Srta. Larissa Aparecida,1986-07-06,830.227.478-67,43905-131,Peixoto,RN,Brasil,F,+55 41 4357-0888,83022747867@exemplo.com.br,2024-04-13
366df41a-1765-426e-b143-e44f8919e540,Dr. Henrique Araújo,1944-05-24,873.215.975-79,41054027,Sá,RJ,Brasil,M,+55 21 0789 5169,87321597579@exemplo.com.br,2024-04-05
6280afdc-f8f0-43cd-8e04-9b967af93653,Benjamim Araújo,1982-07-30,283.851.354-08,86706-129,Câmara,ES,Brasil,F,31 8635 0991,28385135408@exemplo.com.br,2025-04-10
819404e0-f0cb-4ed0-a260-9bc0a6961a7d,Joaquim Novaes,1946-02-02,423.374.155-79,44908-284,Cirino do Oeste,AM,Brasil,F,+55 71 3838-5445,42337415579@exemplo.com.br,2024-12-03
e750816c-4432-4812-8321-6584a7bea387,Benicio Aragão,1976-08-27,523.512.813-81,65525-417,Campos da Mata,PA,Brasil,M,+55 41 1648-2866,52351281381@exemplo.com.br,2023-12-16
2cf8e79e-9e8b-4125-a79e-b3150bd66843,Breno Duarte,1980-11-10,525.154.179-54,36626-850,Pires,RJ,Brasil,F,+55 41 9155 5032,52515417954@exemplo.com.br,2023-08-10
7595bfa9-25cf-41b0-8d69-a9c4d1fa0aa2,Emilly Castro,1994-03-03,282.394.229-63,20556903,Sá,MT,Brasil,M,+55 (084) 2397 9183,28239422963@exemplo.com.br,2025-02-12
0538fd4a-f0bd-4c3b-8a26-f9fdba0e8a0d,Dra. Ayla Barros,1991-12-17,276.277.601-40,34573308,Costela,DF,Brasil,F,+55 (021) 6632-7858,27627760140@exemplo.com.br,2025-05-12
8ed248ec-f328-486a-8b89-48d0d8b0dc32,Maria da Cunha,1976-04-14,358.665.675-19,77448773,Cassiano de Moreira,RN,Brasil,F,0300 233 6403,35866567519@exemplo.com.br,2024-05-12
a957da77-03d4-4503-882e-7291628e4ed1,Milena Mendonça,1953-10-24,442.363.803-38,90847629,Campos da Serra,PE,Brasil,M,+55 81 6318 8049,44236380338@exemplo.com.br,2024-08-28
8ee3ab0f-af71-4914-94dd-81d2052abe79,Allana Casa Grande,2001-01-29,537.664.778-10,65725-919,Nogueira,TO,Brasil,M,0500-113-6497,53766477810@exemplo.com.br,2024-11-17
49716216-0a30-4d10-bd46-8c03786aeb5c,Enzo Gabriel Silveira,1990-05-17,327.040.895-62,08812926,Fonseca,AM,Brasil,F,(021) 7353 3355,32704089562@exemplo.com.br,2024-09-22
249ecca6-55c9-4265-a478-0690f65d70ed,Pedro Lucas Andrade,1937-10-11,935.945.421-62,89554415,Martins,SP,Brasil,F,+55 41 5742-0863,93594542162@exemplo.com.br,2024-08-27
2bbca883-82f2-4315-b0b9-d564b63b1a1f,Dra. Nina Leão,1938-10-14,521.389.452-43,60751-969,Vargas,AC,Brasil,F,(021) 4958 9857,52138945243@exemplo.com.br,2024-04-21
3067d406-d73a-45ed-81ac-7708a1c6f854,Sr. Gustavo Henrique Pires,1995-11-21,214.302.204-44,53095-795,Rodrigues Alegre,PB,Brasil,M,+55 71 8234 7728,21430220444@exemplo.com.br,2024-11-27
7a05ae17-8f48-4aa8-9ac6-00c7b635ad10,Gabriela Albuquerque,2006-09-11,975.603.981-51,48428-301,Sampaio do Oeste,SC,Brasil,M,(084) 9082-9980,97560398151@exemplo.com.br,2024-12-05
1670e9ef-d541-4325-809f-95b634a5a75e,Otávio Sousa,1953-07-05,138.114.729-69,83989483,Sousa de Ramos,TO,Brasil,M,(011) 7145 2634,13811472969@exemplo.com.br,2025-05-26
8db92da3-415c-4a58-bcd7-ae6279347918,Sr. Marcos Vinicius das Neves,1981-08-11,453.864.011-69,37176-054,Camargo das Pedras,RS,Brasil,M,+55 51 4248 8312,45386401169@exemplo.com.br,2024-03-28
9a7213e1-36b2-44f6-9009-e29053c6376a,Dra. Melina Nascimento,2005-11-28,015.525.262-51,86472-925,Sales,SP,Brasil,M,+55 21 3874-0319,01552526251@exemplo.com.br,2023-11-23
f3423dc6-4208-435a-9436-ef2523834023,Maria Luísa Martins,1948-04-07,856.527.845-72,98312905,Fernandes de Porto,SC,Brasil,M,+55 41 2093-7381,85652784572@exemplo.com.br,2023-11-30
6da3b864-6c22-48dc-93c5-a6a97c5cb93c,Sr. Henrique Campos,1947-02-18,105.821.979-34,02013-849,Oliveira dos Dourados,TO,Brasil,M,21 3475 9522,10582197934@exemplo.com.br,2023-11-10
76089eaa-4b13-40cb-be7f-015c5ed082a0,Sr. André Nogueira,1969-06-08,109.703.614-23,70524888,da Cunha de Abreu,RJ,Brasil,F,51 7672 4372,10970361423@exemplo.com.br,2024-10-30
9d788ee8-2ec4-41d4-9c65-5fa99f98b882,Vicente Rodrigues,2002-12-25,226.063.912-76,58720-658,Andrade,TO,Brasil,F,+55 84 0809 2981,22606391276@exemplo.com.br,2024-11-13
76f5106a-669d-438e-b268-fbec17876610,Srta. Carolina Rios,1946-06-11,828.202.588-35,75901-463,Fonseca da Serra,DF,Brasil,F,(084) 8057 1269,82820258835@exemplo.com.br,2025-04-26
b134868e-77ac-4202-9b72-937f5b8e887b,Manuela Teixeira,2001-07-29,029.311.679-13,64199-760,Ferreira de Sampaio,AP,Brasil,F,0800-183-8786,02931167913@exemplo.com.br,2024-01-19
802ed888-6dbf-45b5-a0d4-b85dd1a09276,Maria Flor Nunes,2003-06-01,071.094.870-47,31488-164,Mendes das Flores,CE,Brasil,M,21 8366 9233,07109487047@exemplo.com.br,2024-07-07
8cc55517-eded-4d05-8084-95ea02cfb6b6,Sra. Fernanda Nogueira,1998-07-29,043.785.791-47,86194562,Sampaio,SE,Brasil,M,+55 61 3317-7402,04378579147@exemplo.com.br,2025-05-15
aeef2d4d-df73-4edd-a6f4-0d643c642387,José Miguel Monteiro,1978-02-19,100.935.903-40,44997600,Ramos,DF,Brasil,F,+55 84 4960 9421,10093590340@exemplo.com.br,2024-01-08
051b3ac5-7b82-4adb-9aa5-588539e306bc,Gabrielly Machado,1974-05-22,165.938.925-71,37763-565,Pires,MS,Brasil,F,(081) 2743-2940,16593892571@exemplo.com.br,2025-04-29
52a370aa-4ecb-40fe-b0ff-e4af45636c73,Ana Laura Almeida,1937-05-17,857.368.866-63,81577779,Vasconcelos,AL,Brasil,F,+55 81 4785 2014,85736886663@exemplo.com.br,2023-09-03
e02e0249-2036-4bd3-8229-2e1f370ffa39,Rhavi Mendes,1944-03-01,040.684.206-58,20281-121,Martins de da Rosa,RS,Brasil,F,+55 (084) 0598-3622,04068420658@exemplo.com.br,2025-01-18
d46df779-1dfb-40c2-9279-5ab62a7fd136,Mariane Teixeira,1940-10-21,942.615.703-27,29749-678,Martins da Serra,RO,Brasil,F,+55 84 9703-9242,94261570327@exemplo.com.br,2025-04-30
68818d07-c846-45c4-a8c4-ec5ca7f52b58,Noah Pimenta,1937-07-14,242.112.246-10,99429399,Cavalcante de da Cruz,PR,Brasil,M,0300-000-2669,24211224610@exemplo.com.br,2025-04-26
98c5949c-7ed6-44b4-8432-2f61f2f4c52d,Fernando Silva,1990-10-09,330.633.451-18,51602782,Gonçalves da Prata,MS,Brasil,M,(041) 1927 6707,33063345118@exemplo.com.br,2024-11-26
a83355a2-567a-4a5c-b5a9-5f0fad598638,Emilly Souza,1975-01-07,202.380.676-48,30905304,Novaes das Pedras,RS,Brasil,F,51 6556 6032,20238067648@exemplo.com.br,2023-07-02
bbf850b7-284a-4298-866b-a7fc795d1d25,Catarina Cassiano,1953-10-13,166.771.837-58,34889-135,das Neves,CE,Brasil,M,+55 (011) 0604-8980,16677183758@exemplo.com.br,2023-07-30
39330dbe-c77c-4646-a16d-80045d90af59,Allana Moreira,1963-01-04,868.829.804-35,53848175,Cassiano Alegre,PE,Brasil,F,0300 717 9440,86882980435@exemplo.com.br,2024-11-25
885ea17d-bf82-4f95-a46a-c20b61d7eb03,Lunna da Mata,1951-01-03,219.964.079-47,76139229,Martins,DF,Brasil,M,+55 (051) 8867-4175,21996407947@exemplo.com.br,2024-08-20
643df629-5161-48fc-be54-222a407b3e7d,Lucas Freitas,1998-02-02,135.128.984-86,07671933,Nunes do Oeste,RJ,Brasil,F,61 8956-1621,13512898486@exemplo.com.br,2024-06-05
94113dba-c530-4739-83fe-7ac181206127,Vitor Hugo Sales,1952-06-21,276.022.646-60,24587-489,Macedo da Serra,SE,Brasil,M,51 1633 2629,27602264660@exemplo.com.br,2024-09-26
61b1ea08-d92a-46a1-b117-b3420d27d318,Maria Fernanda Cavalcante,1949-02-22,038.602.430-90,93032-587,Guerra,PE,Brasil,M,51 7407 8581,03860243090@exemplo.com.br,2025-03-25
60375972-bdef-4206-97d0-131fa6c11db0,Dante Ribeiro,1985-10-14,726.359.617-44,65737-515,Albuquerque da Prata,RO,Brasil,F,(031) 7381-8899,72635961744@exemplo.com.br,2024-09-29
21865546-935f-4310-81b5-a817310de0de,Ian Rezende,1938-02-27,713.796.074-89,11020147,Pastor Alegre,DF,Brasil,M,+55 41 0060 4627,71379607489@exemplo.com.br,2024-04-07
3cc0237e-a838-4b21-a584-829288a6b5fc,João Azevedo,1964-01-14,958.622.648-83,35624-639,Castro Alegre,RS,Brasil,F,+55 (061) 1141 0664,95862264883@exemplo.com.br,2023-12-18
5b273800-ea81-4cfa-a295-75a68fbbb110,Maria Flor Lima,1971-08-07,415.777.920-47,44933643,Castro de Pinto,RS,Brasil,M,(071) 7892 7355,41577792047@exemplo.com.br,2024-03-14
50617f1d-2672-4d09-a24c-efbbef28d98e,Matteo Ribeiro,1970-03-23,942.772.081-59,78488-541,Fonseca,AC,Brasil,M,+55 (061) 2916-8490,94277208159@exemplo.com.br,2023-08-07
3a3d9ea7-0bed-4786-b78d-bd2062a1d793,Augusto Moura,1942-08-10,486.712.011-60,08378679,Duarte Alegre,BA,Brasil,F,(051) 1801 3865,48671201160@exemplo.com.br,2025-02-11
50cb5ff0-6831-432d-b23a-7bca0b352b99,Heloisa Pastor,1997-07-25,676.829.738-31,26774-893,Silva de Barros,PI,Brasil,F,+55 21 5418-4896,67682973831@exemplo.com.br,2024-10-12
fcbfe4a5-2fc1-4137-9cbf-1ad8093ff1c6,Antônio Barros,1939-05-09,085.791.511-68,87257730,Peixoto do Norte,ES,Brasil,F,(071) 6909-5690,08579151168@exemplo.com.br,2024-11-11
9272a402-ffd0-4eb9-af25-d9062476f4d5,Enzo Nunes,1970-10-12,600.501.821-39,91681504,Porto,CE,Brasil,F,+55 (081) 3164 2602,60050182139@exemplo.com.br,2024-08-05
af9dda17-3684-4188-9e69-affbdad9ec2c,Isabela Rios,1999-01-18,271.356.238-81,84981-637,Rios,AP,Brasil,F,+55 81 8202-2088,27135623881@exemplo.com.br,2025-01-31
51c3472d-bf85-4d05-95a0-cbd3e2e0d31e,Mariah Rocha,1982-08-02,949.531.446-67,41016238,Moreira,AL,Brasil,F,11 2300 5249,94953144667@exemplo.com.br,2024-06-25
6ed31a49-caf1-4b2b-80ff-67081de943d9,Yan Moura,1955-04-13,493.216.858-12,29296-917,Abreu,AC,Brasil,F,+55 (041) 6167-5119,49321685812@exemplo.com.br,2025-01-08
2bf6444f-be8e-4e46-bbde-a9dddd2a3de0,Srta. Laís Macedo,2003-12-18,304.865.213-68,16157821,Silva dos Dourados,RN,Brasil,M,71 1401-7027,30486521368@exemplo.com.br,2023-07-10
11637b9e-bcb7-4acf-a161-522bc3b920c8,José da Mota,1975-01-08,022.270.502-83,57178-012,Rios de Novais,TO,Brasil,M,+55 84 9883-7731,02227050283@exemplo.com.br,2024-04-19
fb81ba7f-ddc7-4494-89bc-01d28a88cec0,André Leão,2003-12-05,166.288.313-27,23592-357,Cassiano,AC,Brasil,F,(061) 6768-7599,16628831327@exemplo.com.br,2023-09-12
2a43e07b-bac6-4723-a87e-05456ddd487b,Isis Rios,1998-03-17,796.501.330-22,87110-230,Leão das Flores,PE,Brasil,M,+55 (021) 8979 0056,79650133022@exemplo.com.br,2023-11-15
09257637-9f32-43b4-b7b2-f00b1b8b7f34,Aurora Pastor,1967-01-22,366.770.853-90,05896241,Andrade de Pires,MS,Brasil,M,+55 (084) 4006 5075,36677085390@exemplo.com.br,2025-04-09
abf87859-3dfc-4a2b-bc99-52f985afee4d,Mateus Rocha,1955-07-19,277.349.561-09,25241243,da Costa,PR,Brasil,F,+55 (084) 5654 5682,27734956109@exemplo.com.br,2025-05-06
0017a5c1-13f4-4eeb-aab7-604d6b73a6b6,Maria Julia Silva,2006-02-25,809.985.083-25,71752066,Montenegro,RJ,Brasil,F,0500 929 8711,80998508325@exemplo.com.br,2024-11-01
7d25ce8a-335c-4536-9317-1398c6f5fdea,Noah Siqueira,2001-02-09,288.326.525-87,60780-655,Caldeira da Prata,RO,Brasil,F,0300 339 9785,28832652587@exemplo.com.br,2025-05-01
5e377172-f5ca-4250-8a5c-58f59c9366a7,Natália da Cruz,2002-04-02,571.209.522-35,57774041,Monteiro,BA,Brasil,M,+55 (041) 6468-6266,57120952235@exemplo.com.br,2025-04-05
22b00d9e-f823-40f0-a6f3-29f832726443,Mateus Albuquerque,2006-04-14,190.185.835-10,28022-744,Cirino da Prata,AM,Brasil,F,+55 (071) 7742 8833,19018583510@exemplo.com.br,2024-03-29
b337eb77-84c6-4db4-bf4b-835d8d201f49,Emanuelly Viana,1987-02-20,996.813.072-87,54422445,Novaes,RO,Brasil,M,+55 (061) 0775 4727,99681307287@exemplo.com.br,2025-04-03
fc386d48-685c-4f2a-b70d-2736934e1285,Isadora Oliveira,1936-07-14,117.200.951-12,72077110,Moraes,PI,Brasil,M,+55 (081) 5754 7292,11720095112@exemplo.com.br,2024-05-02
b5050a54-c595-4d72-8af0-484b9bf3f5d1,Maria Isis Porto,1939-05-06,515.752.066-04,57607297,Oliveira de Rezende,RJ,Brasil,M,61 1242-2238,51575206604@exemplo.com.br,2024-06-24
89e42a56-82d0-484d-9af0-55a46e4a89ee,Nathan Dias,1979-12-23,080.353.883-41,48539590,Lopes de Castro,RS,Brasil,M,+55 (041) 2315 9106,08035388341@exemplo.com.br,2023-11-01
94cd8faa-14e5-4099-b95d-3ea5586bfc96,Aylla da Costa,1957-04-19,487.460.226-26,39855-665,Rios de Minas,AC,Brasil,M,61 9046-0934,48746022626@exemplo.com.br,2025-01-07
ea0bcbac-10f9-42e7-a671-30b6d466cddd,Josué da Mota,2003-07-20,716.579.774-20,29595961,Pacheco das Flores,MS,Brasil,M,0900 502 8535,71657977420@exemplo.com.br,2025-04-05
eff80126-1102-41f7-952c-46f0a7cbf304,Liz da Rosa,1953-05-13,930.648.095-96,17289-241,Pacheco,RR,Brasil,F,0500-319-7181,93064809596@exemplo.com.br,2024-05-14
2fe8bf24-0de3-4648-b92e-8b7ac76f9a4c,Júlia Pinto,1948-03-09,863.771.549-28,88476-257,Jesus do Campo,PI,Brasil,F,(061) 3205-7284,86377154928@exemplo.com.br,2025-01-12
6be86113-6ea6-4139-aea3-5451473c5c67,Manuella Nascimento,1947-08-16,138.154.588-13,41297-802,Pimenta Paulista,PB,Brasil,M,11 1301 8585,13815458813@exemplo.com.br,2024-05-25
78716234-41e7-441b-b77d-6cd17888fb0b,Theodoro Guerra,1978-11-12,984.838.808-91,36044-664,Abreu das Flores,RJ,Brasil,M,+55 (021) 7498 7175,98483880891@exemplo.com.br,2024-10-24
56a7fd71-0ec9-449e-8ac5-51f930daf2fd,Pedro Fonseca,1937-09-20,415.146.720-69,59282-208,Pastor,CE,Brasil,M,+55 51 9109 5896,41514672069@exemplo.com.br,2023-09-30
8347dccc-a535-40eb-8ddf-9245d08f7958,Mirella Campos,1993-05-21,129.145.288-78,08911-694,Albuquerque de Santos,SP,Brasil,F,+55 (031) 1722-2181,12914528878@exemplo.com.br,2024-03-24
234791ef-3f77-40f7-b474-d3b3b1191f6b,Dr. Lucca Nascimento,1938-11-13,730.298.960-32,33177078,Brito,RJ,Brasil,F,+55 (081) 2437-3189,73029896032@exemplo.com.br,2024-03-04
a62bc169-081d-4a5f-9b12-655406e701da,Sra. Mariah Vieira,1975-06-01,269.315.010-87,42523-054,Peixoto,MT,Brasil,F,41 6190-7172,26931501087@exemplo.com.br,2023-09-14
4ef817ad-21e0-429e-9507-d6ecf15a8070,Yan Duarte,2002-10-24,425.055.953-90,55979-147,da Rosa,PR,Brasil,M,(031) 0545-2574,42505595390@exemplo.com.br,2023-10-18
c986a754-75e8-4475-92ee-47eed5238f9b,Maria das Neves,1990-05-14,211.100.141-31,36548891,Monteiro,MG,Brasil,F,0500-854-3419,21110014131@exemplo.com.br,2024-10-30
e472a4e9-7405-44d3-af43-0a7d15f1495e,Maria Helena Cavalcante,2005-08-17,790.595.653-78,58809769,da Luz do Galho,PR,Brasil,F,+55 11 8229-8663,79059565378@exemplo.com.br,2025-06-09
5329668f-7186-4f0c-b300-607b1a781a4d,Maria Eduarda Vasconcelos,1998-01-04,491.272.658-11,87469933,Aragão,RJ,Brasil,F,+55 (051) 9750-9446,49127265811@exemplo.com.br,2023-08-11
b445ebd6-3890-43a3-a183-7e3bb50400a2,João Lucas da Luz,1956-02-26,848.333.715-72,62325-219,Nascimento de Silva,GO,Brasil,F,(021) 9279 9364,84833371572@exemplo.com.br,2024-01-31
4884af13-5938-42ed-b64e-fd6bae702459,Mathias Araújo,1964-11-06,445.425.528-51,39122-121,da Paz,AC,Brasil,F,81 3918 9578,44542552851@exemplo.com.br,2024-06-25
64519c16-2436-4cbf-a03a-b741d8f4bead,Lucas Sá,1992-12-28,165.509.624-50,82856-840,Mendes do Amparo,PR,Brasil,M,(061) 8289-9469,16550962450@exemplo.com.br,2025-05-12
f98493d9-fcc3-44e8-a9e9-2941223cc8b8,Evelyn Andrade,1946-10-01,636.811.941-02,96610094,Viana,MG,Brasil,M,(081) 4163-5483,63681194102@exemplo.com.br,2025-03-17
4a2fa030-3563-4d98-97fc-3d6866c1ac4e,Giovanna Pereira,1942-07-26,655.508.314-59,66674528,Dias,SE,Brasil,F,(051) 3973-5341,65550831459@exemplo.com.br,2025-03-08
6e258742-c363-4fbd-800f-522ff34e3e26,Cauã Moreira,2000-04-14,945.539.023-58,83437799,Fogaça,PI,Brasil,M,+55 81 9392 0693,94553902358@exemplo.com.br,2023-06-19
1329f9d1-9c17-47a8-9539-0df82cacb061,Stella da Costa,1939-11-23,099.397.718-25,53143-384,Macedo de Martins,PA,Brasil,F,+55 (081) 7293 3189,09939771825@exemplo.com.br,2023-06-15
d552a843-141b-4f3c-ae42-bac681b0a854,Lucca Santos,1945-07-22,260.000.789-45,90699359,Fonseca Verde,MT,Brasil,M,+55 (061) 3069 0787,26000078945@exemplo.com.br,2023-08-15
d959690b-d877-4cb4-b39c-0b1f6243699c,Luiz Otávio Costa,1985-04-20,633.302.305-57,96511018,Nogueira,RR,Brasil,F,21 1402 8972,63330230557@exemplo.com.br,2024-05-03
dee79bb3-b995-4adf-ac83-ccd4f6dc838f,Ana Clara Porto,1942-02-08,161.111.097-14,77374047,Pastor,GO,Brasil,F,+55 (011) 6811 4904,16111109714@exemplo.com.br,2024-11-07
5d02a39e-08ba-4ce5-a26b-7f38b79bc0f1,Bella Albuquerque,2001-03-12,784.090.827-10,36669-086,Lima do Sul,CE,Brasil,F,+55 41 6675-5098,78409082710@exemplo.com.br,2024-10-11
0aad73c3-15cd-4258-ae24-28f3028ca729,Dra. Ana Luiza da Costa,1974-02-23,926.226.720-46,21106-776,Rios das Flores,SC,Brasil,M,+55 41 4598 1134,92622672046@exemplo.com.br,2025-02-02
cc8a8da2-9ca2-4bf7-b037-be2b83a2c74d,Sr. Rael Siqueira,1956-09-04,778.344.839-35,66875-056,Montenegro,RN,Brasil,M,(071) 5602-8150,77834483935@exemplo.com.br,2025-03-24
ff31c245-c8ec-46cc-b3e4-617c74ff8a8e,Eloá Fonseca,1997-05-27,533.390.962-66,08252544,Sampaio Grande,RR,Brasil,F,+55 (021) 3129-3690,53339096266@exemplo.com.br,2025-01-02
59bed7be-d273-49e2-85fe-e160a57218c2,Lunna Ribeiro,1992-02-02,122.133.413-88,46593-203,Barros do Oeste,AP,Brasil,F,(031) 7701 2926,12213341388@exemplo.com.br,2023-06-24
6ef6472d-24ad-43de-bc46-e73618831018,Dr. Thales Pinto,1993-09-08,151.257.461-34,57365429,Porto de Pacheco,AM,Brasil,M,(041) 8166-3787,15125746134@exemplo.com.br,2024-12-09
d483937a-a6cd-4caf-b307-fc9c0a0359a9,Maria Luiza Caldeira,1973-09-04,267.872.409-87,32740063,Barros do Amparo,RN,Brasil,F,41 8046-4322,26787240987@exemplo.com.br,2024-11-29
9b1a0466-8f5c-4b23-8162-11617a8f119a,Cauã Azevedo,1936-01-14,247.270.608-41,26146515,Nascimento,GO,Brasil,M,(011) 5984-8267,24727060841@exemplo.com.br,2025-01-17
f087ba71-0885-4b8b-96b9-571a701998d1,Marcos Vinicius Nogueira,1937-03-17,060.440.013-59,38491198,Santos do Campo,RS,Brasil,M,+55 (041) 6550-9904,06044001359@exemplo.com.br,2024-05-22
724f2ace-69bd-4082-917f-0f1bf506c308,Arthur Pacheco,1975-04-23,096.770.051-43,62110-429,da Rocha,AM,Brasil,F,+55 41 5369 6131,09677005143@exemplo.com.br,2024-05-10
